cliente,genero,edad,ciudad_cliente
Cliente_1414,Femenino,49,MONTERREY
Cliente_324,Masculino,49,león
Cliente_858,Masculino,18,ciudad de méxico
Cliente_1340,Femenino,51,león
Cliente_1670,Masculino,50,TIJUANA
Cliente_67,Masculino,61,CANCÚN
Cliente_1094,Masculino,24,TIJUANA
Cliente_1355,Femenino,44,Cancún
Cliente_357,Masculino,62,CANCÚN
Cliente_44,Femenino,65,Cancún
Cliente_1010,Masculino,34,mérida
Cliente_745,Femenino,21,cancún
Cliente_771,Femenino,45,guadalajara
Cliente_1121,Masculino,46,Tapachula
Cliente_1082,Masculino,50,PUEBLA
Cliente_170,Femenino,41,MÉRIDA
Cliente_496,Femenino,64,PUEBLA
Cliente_1760,Masculino,44,Guadalajara
Cliente_551,Femenino,38,MONTERREY
Cliente_820,Femenino,62,CIUDAD DE MÉXICO
Cliente_1107,Femenino,33,cancún
Cliente_1041,Masculino,21,Puebla
Cliente_1141,Masculino,51,tuxtla gutiérrez
Cliente_220,Femenino,18,PUEBLA
Cliente_1526,Femenino,46,cancún
Cliente_200,Masculino,20,tijuana
Cliente_1731,Femenino,55,Cancún
Cliente_736,Femenino,35,Puebla
Cliente_344,Femenino,19,Puebla
Cliente_334,Femenino,70,TUXTLA GUTIÉRREZ
Cliente_1267,Masculino,50,Cancún
Cliente_1571,Masculino,30,Guadalajara
Cliente_1124,Masculino,60,mérida
Cliente_733,Masculino,68,Mérida
Cliente_2,Masculino,38,Mérida
Cliente_1003,Masculino,62,TAPACHULA
Cliente_1083,Femenino,54,MÉRIDA
Cliente_1438,Femenino,41,Guadalajara
Cliente_1973,Masculino,54,monterrey
Cliente_341,Femenino,25,Cancún
Cliente_1218,Masculino,23,MONTERREY
Cliente_283,Femenino,28,PUEBLA
Cliente_1493,Masculino,69,guadalajara
Cliente_1024,Femenino,68,CANCÚN
Cliente_591,Masculino,56,Ciudad de México
Cliente_1863,Femenino,54,tijuana
Cliente_628,Femenino,29,Tuxtla Gutiérrez
Cliente_619,Femenino,39,León
Cliente_1808,Masculino,70,Tuxtla Gutiérrez
Cliente_1380,Femenino,31,PUEBLA
Cliente_822,Masculino,22,ciudad de méxico
Cliente_620,Femenino,49,mérida
Cliente_597,Masculino,69,TAPACHULA
Cliente_188,Masculino,44,Monterrey
Cliente_930,Femenino,47,cancún
Cliente_1812,Masculino,42,ciudad de méxico
Cliente_1155,Masculino,20,Tijuana
Cliente_468,Masculino,32,tapachula
Cliente_602,Femenino,23,CANCÚN
Cliente_1879,Femenino,22,puebla
Cliente_480,Femenino,56,mérida
Cliente_827,Masculino,29,León
Cliente_823,Femenino,46,tuxtla gutiérrez
Cliente_1960,Masculino,64,tapachula
Cliente_1769,Femenino,20,MONTERREY
Cliente_1942,Femenino,30,PUEBLA
Cliente_1298,Masculino,68,ciudad de méxico
Cliente_806,Masculino,30,Tuxtla Gutiérrez
Cliente_107,Femenino,65,PUEBLA
Cliente_640,Masculino,53,Tijuana
Cliente_1191,Masculino,65,Tijuana
Cliente_1980,Femenino,24,tapachula
Cliente_483,Masculino,50,Monterrey
Cliente_1823,Femenino,28,tuxtla gutiérrez
Cliente_205,Femenino,23,Puebla
Cliente_1790,Femenino,64,León
Cliente_1932,Femenino,39,León
Cliente_363,Femenino,25,Guadalajara
Cliente_1296,Femenino,38,tijuana
Cliente_9,Femenino,61,MONTERREY
Cliente_677,Femenino,70,Guadalajara
Cliente_213,Masculino,47,Tijuana
Cliente_1535,Femenino,69,Puebla
Cliente_422,Masculino,62,León
Cliente_1276,Femenino,45,Guadalajara
Cliente_2000,Masculino,25,mérida
Cliente_1254,Femenino,23,CIUDAD DE MÉXICO
Cliente_38,Masculino,67,Tuxtla Gutiérrez
Cliente_44,Femenino,65,Cancún
Cliente_923,Masculino,40,Tapachula
Cliente_85,Femenino,33,Monterrey
Cliente_1534,Masculino,62,Puebla
Cliente_28,Masculino,20,tuxtla gutiérrez
Cliente_1950,Femenino,46,Puebla
Cliente_1763,Femenino,68,tijuana
Cliente_650,Femenino,52,CANCÚN
Cliente_1645,Femenino,29,cancún
Cliente_820,Femenino,62,CIUDAD DE MÉXICO
Cliente_653,Femenino,41,guadalajara
Cliente_571,Masculino,23,MÉRIDA
Cliente_1907,Masculino,66,tijuana
Cliente_288,Masculino,66,tapachula
Cliente_1761,Masculino,30,CIUDAD DE MÉXICO
Cliente_133,Femenino,64,GUADALAJARA
Cliente_1946,Femenino,49,Tapachula
Cliente_864,Masculino,29,ciudad de méxico
Cliente_24,Femenino,43,CIUDAD DE MÉXICO
Cliente_149,Masculino,40,LEÓN
Cliente_327,Masculino,31,Tapachula
Cliente_998,Masculino,55,MÉRIDA
Cliente_1573,Masculino,64,puebla
Cliente_306,Masculino,52,Monterrey
Cliente_60,Femenino,26,guadalajara
Cliente_38,Masculino,67,Tuxtla Gutiérrez
Cliente_241,Femenino,62,Tijuana
Cliente_1486,Femenino,27,Monterrey
Cliente_564,Femenino,34,PUEBLA
Cliente_1744,Femenino,22,Monterrey
Cliente_1936,Masculino,46,Monterrey
Cliente_948,Femenino,22,CIUDAD DE MÉXICO
Cliente_749,Masculino,29,tuxtla gutiérrez
Cliente_933,Femenino,29,Tapachula
Cliente_1127,Femenino,38,mérida
Cliente_791,Masculino,31,león
Cliente_1356,Femenino,18,MÉRIDA
Cliente_1960,Masculino,64,TAPACHULA
Cliente_582,Masculino,45,mérida
Cliente_382,Masculino,25,TIJUANA
Cliente_134,Femenino,24,monterrey
Cliente_801,Femenino,54,tijuana
Cliente_441,Femenino,62,Tuxtla Gutiérrez
Cliente_566,Femenino,23,Puebla
Cliente_1126,Masculino,35,Ciudad de México
Cliente_709,Femenino,50,Puebla
Cliente_1201,Masculino,19,tuxtla gutiérrez
Cliente_1666,Masculino,50,Puebla
Cliente_1527,Femenino,44,PUEBLA
Cliente_1106,Femenino,29,puebla
Cliente_883,Femenino,37,Puebla
Cliente_1119,Masculino,23,guadalajara
Cliente_630,Masculino,33,TAPACHULA
Cliente_1397,Masculino,21,TAPACHULA
Cliente_1725,Masculino,32,MONTERREY
Cliente_96,Masculino,25,Puebla
Cliente_816,Masculino,20,CIUDAD DE MÉXICO
Cliente_1919,Masculino,46,MÉRIDA
Cliente_454,Masculino,28,CANCÚN
Cliente_1257,Femenino,24,Mérida
Cliente_310,Femenino,54,PUEBLA
Cliente_1073,Masculino,69,Monterrey
Cliente_594,Masculino,42,LEÓN
Cliente_1068,Masculino,64,MÉRIDA
Cliente_1783,Masculino,61,león
Cliente_509,Masculino,43,Tijuana
Cliente_456,Masculino,19,tijuana
Cliente_885,Masculino,26,GUADALAJARA
Cliente_1497,Masculino,24,León
Cliente_282,Masculino,50,Tuxtla Gutiérrez
Cliente_1225,Femenino,62,TAPACHULA
Cliente_423,Femenino,43,MÉRIDA
Cliente_410,Masculino,70,guadalajara
Cliente_1669,Femenino,35,tijuana
Cliente_753,Femenino,41,tapachula
Cliente_895,Masculino,61,Tapachula
Cliente_1549,Femenino,53,MÉRIDA
Cliente_1583,Masculino,18,LEÓN
Cliente_1593,Masculino,25,CIUDAD DE MÉXICO
Cliente_1809,Femenino,41,MONTERREY
Cliente_1852,Masculino,24,tapachula
Cliente_1630,Masculino,34,puebla
Cliente_1190,Masculino,22,PUEBLA
Cliente_1541,Femenino,62,TUXTLA GUTIÉRREZ
Cliente_178,Masculino,68,Ciudad de México
Cliente_1331,Masculino,27,MÉRIDA
Cliente_1645,Femenino,29,cancún
Cliente_945,Femenino,26,cancún
Cliente_81,Femenino,58,Guadalajara
Cliente_212,Masculino,27,Tijuana
Cliente_1227,Femenino,29,Cancún
Cliente_1635,Femenino,25,MÉRIDA
Cliente_1962,Masculino,54,MÉRIDA
Cliente_232,Femenino,46,Mérida
Cliente_1556,Masculino,66,Cancún
Cliente_456,Masculino,19,tijuana
Cliente_1086,Femenino,26,Guadalajara
Cliente_1239,Masculino,68,monterrey
Cliente_803,Masculino,33,PUEBLA
Cliente_735,Masculino,48,TIJUANA
Cliente_291,Masculino,44,LEÓN
Cliente_1189,Masculino,31,TAPACHULA
Cliente_1395,Masculino,61,Guadalajara
Cliente_78,Femenino,24,cancún
Cliente_1717,Femenino,48,Puebla
Cliente_382,Masculino,25,tijuana
Cliente_46,Masculino,51,TAPACHULA
Cliente_1134,Femenino,23,Cancún
Cliente_1791,Femenino,22,tijuana
Cliente_721,Masculino,69,tuxtla gutiérrez
Cliente_1378,Femenino,53,CANCÚN
Cliente_54,Masculino,65,monterrey
Cliente_792,Femenino,57,tuxtla gutiérrez
Cliente_1298,Masculino,68,ciudad de méxico
Cliente_150,Masculino,56,Tijuana
Cliente_1387,Masculino,53,león
Cliente_53,Femenino,23,tapachula
Cliente_509,Masculino,43,TIJUANA
Cliente_1971,Masculino,41,TAPACHULA
Cliente_262,Masculino,33,PUEBLA
Cliente_716,Masculino,67,puebla
Cliente_1680,Masculino,25,PUEBLA
Cliente_669,Masculino,59,cancún
Cliente_1747,Masculino,64,Ciudad de México
Cliente_1187,Femenino,27,león
Cliente_1001,Masculino,28,TIJUANA
Cliente_1801,Femenino,57,TUXTLA GUTIÉRREZ
Cliente_1946,Femenino,49,tapachula
Cliente_1771,Masculino,44,monterrey
Cliente_690,Masculino,62,Guadalajara
Cliente_84,Femenino,59,TUXTLA GUTIÉRREZ
Cliente_1540,Femenino,59,ciudad de méxico
Cliente_1457,Femenino,45,Puebla
Cliente_458,Masculino,20,tuxtla gutiérrez
Cliente_1264,Femenino,40,puebla
Cliente_199,Femenino,44,tuxtla gutiérrez
Cliente_1096,Femenino,22,Ciudad de México
Cliente_232,Femenino,46,mérida
Cliente_1917,Femenino,66,Guadalajara
Cliente_659,Femenino,22,GUADALAJARA
Cliente_1664,Masculino,22,Tapachula
Cliente_619,Femenino,39,LEÓN
Cliente_1154,Femenino,58,TAPACHULA
Cliente_1154,Femenino,58,Tapachula
Cliente_326,Femenino,56,TAPACHULA
Cliente_1861,Femenino,38,LEÓN
Cliente_1779,Femenino,50,Cancún
Cliente_1052,Masculino,65,monterrey
Cliente_90,Femenino,50,Mérida
Cliente_1524,Masculino,39,Mérida
Cliente_1315,Masculino,38,Tijuana
Cliente_1613,Masculino,20,tapachula
Cliente_1116,Masculino,24,Tuxtla Gutiérrez
Cliente_1899,Femenino,29,TIJUANA
Cliente_119,Femenino,30,Tapachula
Cliente_1796,Masculino,56,Tuxtla Gutiérrez
Cliente_1159,Masculino,70,Mérida
Cliente_566,Femenino,23,puebla
Cliente_191,Masculino,31,CANCÚN
Cliente_613,Masculino,54,puebla
Cliente_40,Femenino,30,LEÓN
Cliente_795,Femenino,37,Guadalajara
Cliente_625,Femenino,66,león
Cliente_1244,Masculino,56,león
Cliente_563,Masculino,54,tijuana
Cliente_1197,Masculino,56,Monterrey
Cliente_686,Femenino,46,tapachula
Cliente_1811,Masculino,46,León
Cliente_1982,Masculino,68,puebla
Cliente_1622,Femenino,46,monterrey
Cliente_325,Femenino,63,monterrey
Cliente_841,Femenino,44,Tuxtla Gutiérrez
Cliente_1106,Femenino,29,puebla
Cliente_907,Masculino,41,LEÓN
Cliente_23,Masculino,39,guadalajara
Cliente_257,Masculino,35,GUADALAJARA
Cliente_973,Femenino,50,CIUDAD DE MÉXICO
Cliente_747,Masculino,21,TUXTLA GUTIÉRREZ
Cliente_1200,Masculino,34,Puebla
Cliente_1632,Masculino,59,Mérida
Cliente_237,Masculino,18,Cancún
Cliente_820,Femenino,62,ciudad de méxico
Cliente_610,Masculino,31,Tuxtla Gutiérrez
Cliente_440,Femenino,58,cancún
Cliente_124,Masculino,18,Guadalajara
Cliente_1997,Femenino,66,puebla
Cliente_466,Masculino,45,león
Cliente_1676,Masculino,45,ciudad de méxico
Cliente_703,Femenino,61,Monterrey
Cliente_677,Femenino,70,guadalajara
,Femenino,40,cancún
Cliente_1945,Masculino,24,Ciudad de México
Cliente_1866,Femenino,52,Guadalajara
Cliente_1685,Masculino,29,LEÓN
Cliente_1192,Masculino,66,TUXTLA GUTIÉRREZ
Cliente_1222,Femenino,43,Tijuana
Cliente_1567,Femenino,61,Guadalajara
Cliente_982,Femenino,41,TAPACHULA
Cliente_588,Femenino,23,Tapachula
Cliente_1695,Masculino,52,guadalajara
Cliente_673,Masculino,32,Ciudad de México
Cliente_1990,Femenino,57,Puebla
Cliente_1602,Masculino,65,MÉRIDA
Cliente_1071,Femenino,63,León
Cliente_540,Femenino,53,Monterrey
Cliente_711,Masculino,56,CIUDAD DE MÉXICO
Cliente_1749,Masculino,32,Tijuana
Cliente_1561,Masculino,39,TIJUANA
Cliente_500,Femenino,33,ciudad de méxico
Cliente_1493,Masculino,69,Guadalajara
Cliente_885,Masculino,26,Guadalajara
Cliente_858,Masculino,18,ciudad de méxico
Cliente_613,Masculino,54,puebla
Cliente_482,Femenino,64,Cancún
Cliente_1301,Femenino,61,Ciudad de México
Cliente_121,Femenino,28,PUEBLA
Cliente_379,Femenino,65,Puebla
Cliente_1195,Masculino,42,Puebla
Cliente_1161,Femenino,50,Tuxtla Gutiérrez
Cliente_1379,Masculino,56,Tijuana
Cliente_1872,Femenino,66,tapachula
Cliente_1618,Femenino,41,MÉRIDA
Cliente_272,Femenino,47,guadalajara
Cliente_549,Femenino,47,Tijuana
Cliente_1478,Masculino,20,tijuana
Cliente_1789,Masculino,42,guadalajara
Cliente_776,Femenino,18,mérida
Cliente_1656,Femenino,64,Puebla
Cliente_260,Femenino,41,tapachula
Cliente_940,Masculino,65,tuxtla gutiérrez
Cliente_55,Masculino,67,TAPACHULA
Cliente_676,Femenino,52,Mérida
Cliente_538,Femenino,42,MÉRIDA
Cliente_745,Femenino,21,cancún
Cliente_1413,Femenino,49,guadalajara
Cliente_97,Femenino,18,puebla
Cliente_801,Femenino,54,tijuana
Cliente_950,Masculino,59,puebla
Cliente_1031,Femenino,26,MÉRIDA
Cliente_1018,Femenino,47,CIUDAD DE MÉXICO
Cliente_864,Masculino,29,CIUDAD DE MÉXICO
Cliente_969,Femenino,64,guadalajara
Cliente_1670,Masculino,50,TIJUANA
Cliente_212,Masculino,27,TIJUANA
Cliente_1666,Masculino,50,PUEBLA
Cliente_532,Femenino,34,GUADALAJARA
Cliente_1343,Femenino,44,TUXTLA GUTIÉRREZ
Cliente_389,Masculino,57,monterrey
Cliente_1613,Masculino,20,TAPACHULA
Cliente_62,Masculino,32,tijuana
Cliente_1156,Femenino,60,tijuana
Cliente_743,Masculino,25,Cancún
Cliente_1461,Femenino,28,GUADALAJARA
Cliente_1363,Femenino,20,Ciudad de México
Cliente_988,Femenino,57,Mérida
Cliente_685,Femenino,38,MONTERREY
Cliente_1162,Femenino,28,Tapachula
Cliente_1775,Masculino,57,MÉRIDA
Cliente_965,Femenino,35,tijuana
Cliente_615,Femenino,51,Tuxtla Gutiérrez
Cliente_186,Masculino,34,MONTERREY
Cliente_256,Masculino,53,PUEBLA
Cliente_1520,Femenino,52,Tuxtla Gutiérrez
Cliente_1044,Femenino,29,CANCÚN
Cliente_1714,Femenino,26,MÉRIDA
Cliente_1672,Femenino,20,Tuxtla Gutiérrez
Cliente_17,Femenino,26,Tijuana
Cliente_680,Femenino,35,tuxtla gutiérrez
Cliente_263,Masculino,60,Guadalajara
Cliente_779,Femenino,31,león
Cliente_241,Femenino,62,tijuana
Cliente_124,,18,guadalajara
Cliente_1590,Femenino,44,monterrey
Cliente_231,Femenino,51,monterrey
Cliente_1649,Femenino,25,Tapachula
Cliente_427,Femenino,28,Tapachula
Cliente_1433,Masculino,26,PUEBLA
Cliente_1768,Femenino,40,MONTERREY
Cliente_1703,Femenino,21,MONTERREY
Cliente_1301,Femenino,61,CIUDAD DE MÉXICO
Cliente_1608,Masculino,40,MONTERREY
Cliente_903,Femenino,36,Mérida
Cliente_1059,Masculino,61,Cancún
Cliente_1807,Masculino,58,león
Cliente_150,Masculino,56,TIJUANA
Cliente_1294,Masculino,23,tijuana
Cliente_1498,Masculino,44,Monterrey
Cliente_1096,Femenino,22,Ciudad de México
Cliente_1327,Masculino,23,puebla
Cliente_827,Masculino,29,LEÓN
Cliente_7,Femenino,66,tijuana
Cliente_657,Femenino,46,mérida
Cliente_939,Masculino,59,Monterrey
Cliente_863,Femenino,31,MONTERREY
Cliente_1365,Femenino,34,TUXTLA GUTIÉRREZ
Cliente_601,Femenino,58,cancún
Cliente_1576,Masculino,37,mérida
Cliente_1403,Masculino,64,guadalajara
Cliente_1853,Masculino,43,PUEBLA
Cliente_213,Masculino,47,Tijuana
Cliente_275,Femenino,69,CIUDAD DE MÉXICO
Cliente_587,Femenino,18,CANCÚN
Cliente_1742,Masculino,37,MÉRIDA
Cliente_1966,Masculino,28,PUEBLA
Cliente_1725,Masculino,32,Monterrey
Cliente_757,Femenino,44,puebla
Cliente_1573,Masculino,64,puebla
Cliente_1706,Femenino,24,CIUDAD DE MÉXICO
Cliente_338,Femenino,70,LEÓN
Cliente_565,Masculino,38,cancún
Cliente_1235,Femenino,24,Cancún
Cliente_490,Femenino,59,Monterrey
Cliente_446,Masculino,26,GUADALAJARA
Cliente_972,Masculino,64,cancún
Cliente_661,Masculino,61,Tuxtla Gutiérrez
Cliente_886,Femenino,45,tuxtla gutiérrez
Cliente_1504,Masculino,68,Tijuana
Cliente_1159,Masculino,70,MÉRIDA
Cliente_620,Femenino,49,MÉRIDA
Cliente_1042,Masculino,57,tijuana
Cliente_1645,Femenino,29,CANCÚN
Cliente_157,Masculino,29,mérida
Cliente_1767,Masculino,47,Puebla
Cliente_1751,Femenino,44,tapachula
Cliente_1964,Masculino,44,MÉRIDA
Cliente_592,Masculino,25,MÉRIDA
Cliente_1084,Femenino,51,tijuana
Cliente_1354,Femenino,67,Cancún
Cliente_1322,Masculino,67,León
Cliente_1180,Masculino,26,TUXTLA GUTIÉRREZ
Cliente_1300,Masculino,19,Guadalajara
Cliente_1219,Masculino,55,monterrey
Cliente_403,Masculino,33,GUADALAJARA
Cliente_875,Femenino,30,ciudad de méxico
Cliente_233,Femenino,56,tuxtla gutiérrez
Cliente_474,Femenino,43,guadalajara
Cliente_1977,Masculino,65,Tapachula
Cliente_1563,Masculino,22,Ciudad de México
Cliente_1244,Masculino,56,león
Cliente_910,Masculino,58,mérida
Cliente_539,Femenino,20,LEÓN
Cliente_1613,Masculino,20,TAPACHULA
Cliente_1348,Femenino,64,Ciudad de México
Cliente_56,Masculino,59,tuxtla gutiérrez
Cliente_1417,Femenino,50,GUADALAJARA
Cliente_1411,Masculino,66,mérida
Cliente_1588,Femenino,34,mérida
Cliente_1074,Masculino,35,CIUDAD DE MÉXICO
Cliente_1670,Masculino,50,Tijuana
Cliente_1289,Masculino,36,TIJUANA
Cliente_369,Masculino,18,TAPACHULA
Cliente_1071,Femenino,63,LEÓN
Cliente_460,Femenino,67,TIJUANA
Cliente_49,Masculino,27,tuxtla gutiérrez
Cliente_1012,Masculino,40,CANCÚN
Cliente_310,Femenino,54,Puebla
Cliente_1293,Masculino,40,GUADALAJARA
Cliente_761,Femenino,69,Cancún
Cliente_668,Masculino,40,tapachula
Cliente_1820,Masculino,46,GUADALAJARA
Cliente_849,Femenino,44,Tapachula
Cliente_238,Femenino,54,CANCÚN
Cliente_483,Masculino,50,MONTERREY
Cliente_1275,Femenino,61,León
Cliente_1411,Masculino,66,mérida
Cliente_1526,Femenino,46,cancún
Cliente_959,Masculino,55,Tapachula
Cliente_985,Femenino,54,cancún
Cliente_320,Masculino,32,Tapachula
Cliente_996,Femenino,27,Tapachula
Cliente_302,Femenino,33,TIJUANA
Cliente_1008,Femenino,56,CIUDAD DE MÉXICO
Cliente_1978,Femenino,46,MÉRIDA
Cliente_822,Masculino,22,Ciudad de México
Cliente_405,Femenino,70,guadalajara
Cliente_861,Masculino,38,Cancún
Cliente_1291,Masculino,30,Mérida
Cliente_1397,Masculino,21,Tapachula
Cliente_1402,Femenino,51,Tuxtla Gutiérrez
Cliente_1655,Masculino,35,TAPACHULA
Cliente_1906,Masculino,22,TIJUANA
Cliente_204,Femenino,33,PUEBLA
Cliente_1933,Femenino,50,MONTERREY
Cliente_1336,Masculino,47,guadalajara
Cliente_1329,Masculino,34,cancún
Cliente_1285,Masculino,38,MONTERREY
Cliente_1198,Masculino,51,Puebla
Cliente_1050,Femenino,63,cancún
Cliente_228,Femenino,45,TUXTLA GUTIÉRREZ
Cliente_636,Masculino,48,CANCÚN
Cliente_203,Masculino,69,puebla
Cliente_350,Femenino,56,Monterrey
Cliente_686,Femenino,46,Tapachula
Cliente_131,Femenino,18,Ciudad de México
Cliente_1060,Masculino,53,puebla
Cliente_1492,Femenino,60,Monterrey
Cliente_1476,Femenino,52,MÉRIDA
Cliente_1187,Femenino,27,LEÓN
Cliente_595,Femenino,52,guadalajara
Cliente_1640,Femenino,57,ciudad de méxico
Cliente_1218,Masculino,23,Monterrey
Cliente_1527,Femenino,44,Puebla
Cliente_753,Femenino,41,TAPACHULA
Cliente_1499,Masculino,65,Monterrey
Cliente_1261,Masculino,32,tapachula
Cliente_1122,Masculino,24,LEÓN
Cliente_116,Masculino,44,Tapachula
Cliente_526,Masculino,43,LEÓN
Cliente_1860,Masculino,20,Cancún
Cliente_1839,Masculino,18,ciudad de méxico
Cliente_1939,Femenino,69,TUXTLA GUTIÉRREZ
Cliente_1576,Masculino,37,mérida
Cliente_1909,Femenino,34,Ciudad de México
Cliente_1800,Masculino,60,cancún
Cliente_1888,Masculino,37,monterrey
Cliente_131,Femenino,18,CIUDAD DE MÉXICO
Cliente_746,Femenino,52,MÉRIDA
Cliente_349,Masculino,34,monterrey
Cliente_1601,Masculino,69,león
Cliente_337,Femenino,56,LEÓN
Cliente_700,Femenino,70,MONTERREY
Cliente_620,Femenino,49,Mérida
Cliente_980,Masculino,48,LEÓN
Cliente_1315,Masculino,38,TIJUANA
Cliente_1749,Masculino,32,TIJUANA
Cliente_857,Masculino,53,tapachula
Cliente_1303,Masculino,41,monterrey
Cliente_959,Masculino,55,TAPACHULA
Cliente_1909,Femenino,34,ciudad de méxico
Cliente_785,Femenino,32,tijuana
Cliente_406,Masculino,27,CIUDAD DE MÉXICO
Cliente_854,Femenino,54,Tijuana
Cliente_544,Masculino,40,MÉRIDA
Cliente_675,Femenino,54,Tuxtla Gutiérrez
Cliente_77,Masculino,39,ciudad de méxico
Cliente_1103,Femenino,63,Puebla
Cliente_1351,Femenino,20,LEÓN
Cliente_544,,40,Mérida
Cliente_276,Femenino,31,Guadalajara
Cliente_1086,Femenino,26,Guadalajara
Cliente_800,Masculino,42,LEÓN
Cliente_201,Masculino,37,cancún
Cliente_1936,Masculino,46,Monterrey
Cliente_1710,Femenino,36,LEÓN
Cliente_1638,Femenino,45,LEÓN
Cliente_1107,Femenino,33,cancún
Cliente_1947,Femenino,39,cancún
Cliente_153,Masculino,56,ciudad de méxico
Cliente_1190,Masculino,22,PUEBLA
Cliente_133,Femenino,64,Guadalajara
Cliente_1465,Masculino,36,Mérida
Cliente_1910,Masculino,43,puebla
Cliente_478,Masculino,64,tapachula
Cliente_1828,Masculino,26,puebla
Cliente_928,Femenino,50,Ciudad de México
Cliente_1768,Femenino,40,MONTERREY
Cliente_1341,Masculino,24,CIUDAD DE MÉXICO
Cliente_14,Masculino,64,TUXTLA GUTIÉRREZ
Cliente_497,Femenino,21,Tuxtla Gutiérrez
Cliente_1422,Femenino,60,tapachula
Cliente_1102,Femenino,69,Mérida
Cliente_1203,Femenino,69,MONTERREY
Cliente_1223,Femenino,23,tijuana
Cliente_711,Masculino,56,CIUDAD DE MÉXICO
Cliente_130,Masculino,23,CIUDAD DE MÉXICO
Cliente_332,Masculino,51,TUXTLA GUTIÉRREZ
Cliente_1727,Masculino,44,Tuxtla Gutiérrez
Cliente_321,Femenino,44,Guadalajara
Cliente_390,Masculino,22,Monterrey
Cliente_431,Femenino,57,MÉRIDA
Cliente_746,Femenino,52,mérida
Cliente_1089,Masculino,42,CIUDAD DE MÉXICO
Cliente_1621,Masculino,20,Tijuana
Cliente_1792,Masculino,34,TAPACHULA
Cliente_1250,Masculino,36,Tijuana
Cliente_701,Masculino,19,TIJUANA
Cliente_30,Femenino,55,ciudad de méxico
Cliente_529,Femenino,62,Tapachula
Cliente_397,Femenino,43,mérida
Cliente_1063,Femenino,56,monterrey
Cliente_712,Femenino,60,León
Cliente_1462,Femenino,39,Guadalajara
Cliente_1696,Masculino,62,TIJUANA
Cliente_62,Masculino,32,tijuana
Cliente_586,Femenino,22,MONTERREY
Cliente_1033,Femenino,67,TIJUANA
Cliente_1166,Femenino,28,León
Cliente_1384,Masculino,69,CIUDAD DE MÉXICO
Cliente_864,Masculino,29,CIUDAD DE MÉXICO
Cliente_956,Masculino,37,Tuxtla Gutiérrez
Cliente_1962,Masculino,54,MÉRIDA
Cliente_1470,Femenino,25,Cancún
Cliente_1930,Femenino,32,puebla
Cliente_5,Masculino,49,Tapachula
Cliente_589,Masculino,58,ciudad de méxico
Cliente_1104,Masculino,70,CANCÚN
Cliente_1545,Masculino,53,TUXTLA GUTIÉRREZ
Cliente_1275,Femenino,61,LEÓN
Cliente_791,Masculino,31,León
Cliente_322,Masculino,24,LEÓN
Cliente_172,Masculino,33,CANCÚN
Cliente_413,Femenino,46,TUXTLA GUTIÉRREZ
Cliente_1813,Masculino,62,TAPACHULA
Cliente_554,Masculino,62,CANCÚN
Cliente_1613,Masculino,20,TAPACHULA
Cliente_1927,Femenino,35,MONTERREY
Cliente_225,Masculino,31,GUADALAJARA
Cliente_62,Masculino,32,TIJUANA
Cliente_1569,Femenino,29,CANCÚN
Cliente_42,Masculino,41,Mérida
Cliente_768,Femenino,35,MONTERREY
Cliente_340,Masculino,59,león
Cliente_1288,Masculino,60,tapachula
Cliente_285,Masculino,40,Cancún
Cliente_978,Masculino,52,Cancún
Cliente_22,Femenino,26,tuxtla gutiérrez
Cliente_131,Femenino,18,CIUDAD DE MÉXICO
Cliente_971,Femenino,66,GUADALAJARA
Cliente_27,Femenino,54,Monterrey
Cliente_1731,Femenino,55,CANCÚN
Cliente_1657,Masculino,30,Tijuana
Cliente_372,Masculino,67,PUEBLA
Cliente_440,Femenino,58,cancún
Cliente_600,Femenino,63,monterrey
Cliente_807,Masculino,45,cancún
Cliente_557,Femenino,37,CIUDAD DE MÉXICO
Cliente_1711,Femenino,36,PUEBLA
Cliente_273,Masculino,45,PUEBLA
Cliente_154,Femenino,24,puebla
Cliente_816,Masculino,20,CIUDAD DE MÉXICO
Cliente_1698,Femenino,65,tuxtla gutiérrez
Cliente_377,Femenino,60,Tapachula
Cliente_945,Femenino,26,cancún
Cliente_1443,Masculino,25,Cancún
Cliente_1171,Femenino,51,Tapachula
Cliente_869,Masculino,21,cancún
Cliente_645,Femenino,54,Mérida
Cliente_1409,Masculino,22,tapachula
Cliente_1289,Masculino,36,tijuana
Cliente_423,Femenino,43,Mérida
Cliente_686,Femenino,46,TAPACHULA
Cliente_1428,Masculino,27,LEÓN
Cliente_1382,Femenino,31,MÉRIDA
Cliente_1681,Femenino,44,Guadalajara
Cliente_1944,Masculino,39,guadalajara
Cliente_1464,Masculino,18,Ciudad de México
Cliente_72,Masculino,32,Tuxtla Gutiérrez
Cliente_840,Masculino,50,Mérida
Cliente_1628,Femenino,43,ciudad de méxico
Cliente_23,Masculino,39,Guadalajara
Cliente_1534,Masculino,62,PUEBLA
Cliente_1979,Femenino,35,león
Cliente_265,Femenino,48,León
Cliente_162,Femenino,60,monterrey
Cliente_1328,Femenino,57,ciudad de méxico
Cliente_968,Femenino,65,guadalajara
Cliente_1922,Femenino,34,tapachula
Cliente_1686,Femenino,53,tuxtla gutiérrez
Cliente_1769,Femenino,20,MONTERREY
Cliente_1747,Masculino,64,ciudad de méxico
Cliente_1961,Femenino,32,tapachula
