id_venta,producto,categoria,marca,cliente,genero,edad,ciudad_cliente,sucursal,ciudad_sucursal,estado,fecha,cantidad,precio,total
36454,Producto_12,Tecnología,TechBrand,Cliente_1143,Femenino,41,tapachula,Sucursal_5,Tijuana,Baja California,2023-05-20,1,8052,8052
36455,Producto_17,Hogar,FitLife,Cliente_294,Masculino,32,Mérida,Sucursal_11,puebla,Puebla,2025-11-24,5,3983,19915
36456,Producto_85,Ropa,TechBrand,Cliente_145,Femenino,46,Tapachula,Sucursal_8,Puebla,Puebla,2024-04-25,5,1807,9035
36457,Producto_19,Accesorios,NextGen,Cliente_90,Femenino,50,MÉRIDA,Sucursal_14,puebla,Puebla,2023-08-30,2,750,1500
36458,Producto_85,Ropa,TechBrand,Cliente_1193,Masculino,56,PUEBLA,Sucursal_14,PUEBLA,Puebla,2024-03-23,2,851,1702
36459,Producto_51,Ropa,HomePro,Cliente_1490,Femenino,58,Puebla,Sucursal_11,PUEBLA,Puebla,2025-05-24,4,532,2128
36460,Producto_96,Muebles,Alpha,Cliente_519,Masculino,38,GUADALAJARA,Sucursal_11,Puebla,Puebla,2024-02-10,5,5397,26985
36461,Producto_5,Deportes,FitLife,Cliente_1181,Masculino,23,Tapachula,Sucursal_8,PUEBLA,Puebla,2023-04-30,5,2688,13440
36462,Producto_47,Accesorios,HomePro,Cliente_393,Masculino,63,LEÓN,Sucursal_12,GUADALAJARA,Jalisco,2025-12-06,3,440,1320
36463,Producto_67,Electrónica,TechBrand,Cliente_890,Masculino,40,Tijuana,Sucursal_12,GUADALAJARA,Jalisco,2024-09-19,1,11212,11212
36464,Producto_83,Hogar,Alpha,Cliente_644,Masculino,36,Cancún,Sucursal_3,Monterrey,Nuevo León,2024-09-17,5,1821,9105
36465,Producto_89,Muebles,NextGen,Cliente_1186,Masculino,34,MONTERREY,Sucursal_12,Guadalajara,Jalisco,2024-05-23,1,2588,2588
36466,Producto_94,Muebles,NextGen,Cliente_169,Masculino,19,MÉRIDA,Sucursal_5,tijuana,Baja California,2025-03-22,4,7421,29684
36467,Producto_21,Hogar,ComfortPlus,Cliente_828,Femenino,60,tijuana,Sucursal_2,MÉRIDA,Yucatán,2024-10-07,3,4665,13995
36468,Producto_9,Accesorios,UrbanStyle,Cliente_1910,Masculino,43,puebla,Sucursal_14,puebla,Puebla,2025-11-27,1,268,268
36469,Producto_71,Hogar,ComfortPlus,Cliente_995,Femenino,46,Monterrey,Sucursal_15,mérida,Yucatán,2025-05-28,1,2447,2447
36470,Producto_40,Deportes,Alpha,Cliente_1061,Femenino,60,mérida,Sucursal_1,Monterrey,Nuevo León,2023-09-10,1,461,461
36471,Producto_70,Tecnología,NextGen,Cliente_1600,Femenino,58,tuxtla gutiérrez,Sucursal_5,tijuana,Baja California,2024-03-19,3,5790,17370
36472,Producto_96,Muebles,Alpha,Cliente_1577,Femenino,69,león,Sucursal_14,PUEBLA,Puebla,2025-07-18,4,1626,6504
36473,Producto_33,Tecnología,ComfortPlus,Cliente_122,Masculino,46,Ciudad de México,Sucursal_15,Mérida,Yucatán,2025-01-07,3,10673,32019
36474,Producto_25,Electrónica,Nova,Cliente_99,Masculino,66,tapachula,Sucursal_14,Puebla,Puebla,2025-03-06,5,5712,28560
36475,Producto_57,Deportes,Nova,Cliente_1854,Masculino,25,GUADALAJARA,Sucursal_6,león,Guanajuato,2025-02-19,4,955,3820
36476,Producto_71,Hogar,ComfortPlus,Cliente_1965,Masculino,34,PUEBLA,Sucursal_2,mérida,Yucatán,2023-05-15,1,4947,4947
36477,Producto_9,Accesorios,UrbanStyle,Cliente_1401,Masculino,55,Monterrey,Sucursal_15,MÉRIDA,Yucatán,2023-05-05,3,543,1629
36478,Producto_5,Deportes,FitLife,Cliente_648,Femenino,49,tijuana,Sucursal_1,Monterrey,Nuevo León,2023-07-30,5,2362,11810
36479,Producto_38,Tecnología,UrbanStyle,Cliente_1659,Femenino,62,tuxtla gutiérrez,Sucursal_7,Ciudad de México,CDMX,2025-10-17,5,5903,29515
36480,Producto_86,Electrónica,Nova,Cliente_1117,Femenino,55,CANCÚN,Sucursal_14,Puebla,Puebla,2024-12-15,2,14427,28854
36481,Producto_95,Tecnología,Nova,Cliente_1448,Femenino,26,Cancún,Sucursal_15,MÉRIDA,Yucatán,2024-09-27,2,13380,26760
36482,Producto_73,Hogar,TechBrand,Cliente_1056,Masculino,35,tijuana,Sucursal_4,MÉRIDA,Yucatán,2025-10-03,2,2536,5072
36483,Producto_40,Deportes,Alpha,Cliente_1735,Femenino,54,Puebla,Sucursal_1,monterrey,Nuevo León,2025-09-13,5,1856,9280
36484,Producto_4,Muebles,NextGen,Cliente_1561,Masculino,39,TIJUANA,Sucursal_11,Puebla,Puebla,2023-07-21,1,4320,4320
36485,Producto_76,Ropa,Alpha,Cliente_1694,Femenino,30,CIUDAD DE MÉXICO,Sucursal_1,MONTERREY,Nuevo León,2023-12-11,4,466,1864
36486,Producto_79,Tecnología,FitLife,Cliente_954,Femenino,52,TIJUANA,Sucursal_15,MÉRIDA,Yucatán,2025-03-15,3,4111,12333
36487,Producto_32,Hogar,Alpha,Cliente_343,Femenino,28,MÉRIDA,Sucursal_7,ciudad de méxico,CDMX,2023-12-03,3,1010,3030
36488,Producto_17,Hogar,FitLife,Cliente_1137,Masculino,33,LEÓN,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-02-16,1,3928,3928
36489,Producto_21,Hogar,ComfortPlus,Cliente_560,Masculino,41,LEÓN,Sucursal_2,MÉRIDA,Yucatán,2023-06-27,3,2018,6054
36490,Producto_77,Tecnología,Alpha,Cliente_790,Femenino,27,Mérida,Sucursal_11,Puebla,Puebla,2023-07-16,1,3867,3867
36491,Producto_41,Accesorios,TechBrand,Cliente_106,Femenino,52,CIUDAD DE MÉXICO,Sucursal_2,mérida,Yucatán,2024-11-24,3,1177,3531
36492,Producto_53,Tecnología,UrbanStyle,Cliente_599,Masculino,68,tuxtla gutiérrez,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2024-10-04,4,5454,21816
36493,Producto_29,Hogar,NextGen,Cliente_972,Masculino,64,CANCÚN,Sucursal_7,ciudad de méxico,CDMX,2023-06-29,5,699,3495
36494,Producto_75,Accesorios,UrbanStyle,Cliente_1522,Masculino,54,tapachula,Sucursal_4,MÉRIDA,Yucatán,2024-07-09,1,1199,1199
36495,Producto_42,Hogar,FitLife,Cliente_1910,Masculino,43,Puebla,Sucursal_3,MONTERREY,Nuevo León,2023-11-03,4,4805,19220
36496,Producto_50,Accesorios,HomePro,Cliente_168,Femenino,66,TAPACHULA,Sucursal_8,PUEBLA,Puebla,2024-10-08,1,1163,1163
36497,Producto_7,Accesorios,NextGen,Cliente_7,Femenino,66,TIJUANA,Sucursal_8,PUEBLA,Puebla,2023-09-01,5,1435,7175
36498,Producto_6,Tecnología,Omega,Cliente_224,Masculino,58,CANCÚN,Sucursal_5,tijuana,Baja California,2023-04-25,1,11348,11348
36499,Producto_14,Electrónica,Nova,Cliente_1489,Femenino,69,tapachula,Sucursal_3,monterrey,Nuevo León,2025-05-26,2,18548,37096
36500,Producto_12,Tecnología,TechBrand,Cliente_754,Femenino,68,Cancún,Sucursal_8,puebla,Puebla,2024-07-30,3,8238,24714
36501,Producto_38,Tecnología,UrbanStyle,Cliente_1109,Masculino,35,Ciudad de México,Sucursal_8,PUEBLA,Puebla,2024-06-20,4,13549,54196
36502,Producto_61,Electrónica,NextGen,Cliente_774,Femenino,61,Puebla,Sucursal_3,Monterrey,Nuevo León,2023-01-30,1,19070,19070
36503,Producto_25,Electrónica,Nova,Cliente_342,Masculino,18,león,Sucursal_15,Mérida,Yucatán,2023-07-18,4,9261,37044
36504,Producto_88,Tecnología,FitLife,Cliente_865,Femenino,37,cancún,Sucursal_4,mérida,Yucatán,2023-03-16,1,9237,9237
36505,Producto_78,Hogar,HomePro,Cliente_691,Masculino,27,monterrey,Sucursal_12,GUADALAJARA,Jalisco,2024-06-17,5,2499,12495
36506,Producto_72,Muebles,UrbanStyle,Cliente_1113,Femenino,42,guadalajara,Sucursal_2,MÉRIDA,Yucatán,2025-12-07,4,2959,11836
36507,Producto_88,Tecnología,FitLife,Cliente_1689,Masculino,27,León,Sucursal_7,Ciudad de México,CDMX,2025-11-02,2,6979,13958
36508,Producto_25,Electrónica,Nova,Cliente_788,Masculino,24,Mérida,Sucursal_14,puebla,Puebla,2023-08-25,3,8982,26946
36509,Producto_29,Hogar,NextGen,Cliente_761,Femenino,69,cancún,Sucursal_7,Ciudad de México,CDMX,2025-09-04,1,2006,2006
36510,Producto_6,Tecnología,Omega,Cliente_1589,Masculino,27,PUEBLA,Sucursal_4,MÉRIDA,Yucatán,2023-11-02,3,3318,9954
36511,Producto_22,Hogar,Alpha,Cliente_1175,Masculino,30,TUXTLA GUTIÉRREZ,Sucursal_11,Puebla,Puebla,2023-10-09,2,665,1330
36512,Producto_66,Tecnología,Alpha,Cliente_1322,Masculino,67,LEÓN,Sucursal_5,tijuana,Baja California,2023-05-30,5,14548,72740
36513,Producto_94,Muebles,NextGen,Cliente_827,Masculino,29,león,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-01-03,2,2897,5794
36514,Producto_82,Ropa,ComfortPlus,Cliente_1025,Femenino,31,monterrey,Sucursal_14,Puebla,Puebla,2023-09-21,2,1846,3692
36515,Producto_56,Hogar,Nova,Cliente_24,Femenino,43,CIUDAD DE MÉXICO,Sucursal_13,león,Guanajuato,2025-12-04,4,3169,12676
36516,Producto_16,Accesorios,FitLife,Cliente_181,Femenino,47,cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-10-31,2,-100,822
36517,Producto_69,Tecnología,Omega,Cliente_289,Femenino,51,TIJUANA,Sucursal_4,mérida,Yucatán,2024-01-24,5,7516,37580
36518,Producto_93,Hogar,UrbanStyle,Cliente_1993,Femenino,33,Tapachula,Sucursal_8,Puebla,Puebla,2025-11-22,3,3018,9054
36519,Producto_87,Tecnología,HomePro,Cliente_1824,Masculino,29,monterrey,Sucursal_11,Puebla,Puebla,2025-03-13,4,4833,19332
36520,Producto_42,Hogar,FitLife,Cliente_1289,Masculino,36,Tijuana,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2023-01-08,3,2558,7674
36521,Producto_80,Tecnología,Nova,Cliente_441,Femenino,62,TUXTLA GUTIÉRREZ,Sucursal_2,Mérida,Yucatán,2023-01-30,4,8008,32032
36522,Producto_11,Ropa,Alpha,Cliente_208,Masculino,33,Monterrey,Sucursal_10,MONTERREY,Nuevo León,2024-04-21,4,205,820
36523,Producto_96,Muebles,Alpha,Cliente_1345,Femenino,26,tapachula,Sucursal_10,Monterrey,Nuevo León,2025-12-21,2,7937,15874
36524,Producto_63,Muebles,HomePro,Cliente_44,Femenino,65,cancún,Sucursal_4,Mérida,Yucatán,2025-12-04,4,5739,22956
36525,Producto_54,Ropa,HomePro,Cliente_368,Femenino,62,Guadalajara,Sucursal_8,Puebla,Puebla,2024-08-07,1,1557,1557
36526,Producto_25,Electrónica,Nova,Cliente_1072,Femenino,69,Tapachula,Sucursal_2,MÉRIDA,Yucatán,2025-12-28,5,11455,57275
36527,Producto_2,Accesorios,NextGen,Cliente_1077,Masculino,63,Tuxtla Gutiérrez,Sucursal_2,Mérida,Yucatán,2023-04-20,2,294,588
36528,Producto_67,Electrónica,TechBrand,Cliente_868,Femenino,30,tuxtla gutiérrez,Sucursal_15,MÉRIDA,Yucatán,2024-07-20,5,19678,98390
36529,Producto_77,Tecnología,Alpha,Cliente_1950,Femenino,46,Puebla,Sucursal_3,Monterrey,Nuevo León,2023-05-03,5,6505,32525
36530,Producto_36,Deportes,Nova,Cliente_405,Femenino,70,GUADALAJARA,Sucursal_3,MONTERREY,Nuevo León,2024-09-19,1,2282,2282
36531,Producto_71,Hogar,ComfortPlus,Cliente_1768,Femenino,40,Monterrey,Sucursal_8,Puebla,Puebla,2024-10-27,3,3878,11634
36532,Producto_44,Accesorios,Nova,Cliente_927,Masculino,60,GUADALAJARA,Sucursal_8,Puebla,Puebla,2024-11-18,1,1322,1322
36533,Producto_34,Deportes,NextGen,Cliente_659,Femenino,22,Guadalajara,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2023-05-03,5,447,2235
36534,Producto_10,Accesorios,TechBrand,Cliente_1321,Femenino,57,Guadalajara,Sucursal_3,MONTERREY,Nuevo León,2024-06-14,1,854,854
36535,Producto_6,Tecnología,Omega,Cliente_258,Femenino,58,CIUDAD DE MÉXICO,Sucursal_10,MONTERREY,Nuevo León,2025-05-18,1,12408,12408
36536,Producto_87,Tecnología,HomePro,Cliente_436,Femenino,24,puebla,Sucursal_3,monterrey,Nuevo León,2025-01-20,4,9353,37412
36537,Producto_29,Hogar,NextGen,Cliente_213,Masculino,47,Tijuana,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2023-07-06,2,2454,4908
36538,Producto_78,Hogar,HomePro,Cliente_1900,Femenino,28,cancún,Sucursal_7,Ciudad de México,CDMX,2025-05-21,2,3529,7058
36539,Producto_61,Electrónica,NextGen,Cliente_1106,Femenino,29,puebla,Sucursal_1,monterrey,Nuevo León,2023-02-12,1,9933,9933
36540,Producto_18,Deportes,FitLife,Cliente_1469,Masculino,18,TIJUANA,Sucursal_15,Mérida,Yucatán,2023-06-23,3,746,2238
36541,Producto_30,Electrónica,HomePro,Cliente_477,Femenino,39,PUEBLA,Sucursal_5,tijuana,Baja California,2025-07-05,2,16386,32772
36542,Producto_31,Deportes,HomePro,Cliente_907,Masculino,41,León,Sucursal_12,Guadalajara,Jalisco,2024-10-30,2,368,736
36543,Producto_94,Muebles,NextGen,Cliente_860,Femenino,19,LEÓN,Sucursal_3,monterrey,Nuevo León,2023-06-16,1,7832,7832
36544,Producto_74,Tecnología,TechBrand,Cliente_1500,Masculino,65,Tapachula,Sucursal_6,LEÓN,Guanajuato,2025-12-25,5,13518,67590
36545,Producto_52,Tecnología,Omega,Cliente_266,Masculino,28,Ciudad de México,Sucursal_2,MÉRIDA,Yucatán,2023-06-18,5,14854,74270
36546,Producto_86,Electrónica,Nova,Cliente_1012,Masculino,40,cancún,Sucursal_12,guadalajara,Jalisco,2025-07-31,2,5475,10950
36547,Producto_40,Deportes,Alpha,Cliente_369,Masculino,18,Tapachula,Sucursal_4,MÉRIDA,Yucatán,2024-12-05,1,1615,1615
36548,Producto_92,Tecnología,Nova,Cliente_1450,Masculino,22,Cancún,Sucursal_2,mérida,Yucatán,2024-01-28,3,11817,35451
36549,Producto_98,Muebles,ComfortPlus,Cliente_972,Masculino,64,CANCÚN,Sucursal_6,LEÓN,Guanajuato,2025-07-19,3,7312,21936
36550,Producto_81,Muebles,FitLife,Cliente_1764,Masculino,56,PUEBLA,Sucursal_12,guadalajara,Jalisco,2024-10-02,5,3910,19550
36551,Producto_16,Accesorios,FitLife,Cliente_936,Masculino,67,Tuxtla Gutiérrez,Sucursal_5,TIJUANA,Baja California,2024-12-18,2,1105,2210
36552,Producto_81,Muebles,FitLife,Cliente_78,Femenino,24,CANCÚN,Sucursal_14,Puebla,Puebla,2025-11-10,4,1936,7744
36553,Producto_39,Ropa,NextGen,Cliente_197,Femenino,40,cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-02-15,4,641,2564
36554,Producto_22,Hogar,Alpha,Cliente_613,Masculino,54,PUEBLA,Sucursal_8,puebla,Puebla,2024-08-04,3,3285,9855
36555,Producto_4,Muebles,NextGen,Cliente_995,Femenino,46,Monterrey,Sucursal_5,TIJUANA,Baja California,2025-05-06,4,6695,26780
36556,Producto_81,Muebles,FitLife,Cliente_860,Femenino,19,león,Sucursal_13,LEÓN,Guanajuato,2024-06-11,1,4941,4941
36557,Producto_58,Electrónica,TechBrand,Cliente_1545,Masculino,53,TUXTLA GUTIÉRREZ,Sucursal_10,monterrey,Nuevo León,2024-04-23,5,19828,99140
36558,Producto_72,Muebles,UrbanStyle,Cliente_1382,Femenino,31,MÉRIDA,Sucursal_1,MONTERREY,Nuevo León,2023-10-03,3,7737,23211
36559,Producto_10,Accesorios,TechBrand,Cliente_1472,Masculino,48,Monterrey,Sucursal_7,ciudad de méxico,CDMX,2024-02-07,3,1218,3654
36560,Producto_53,Tecnología,UrbanStyle,Cliente_486,Masculino,22,cancún,Sucursal_14,puebla,Puebla,2023-01-24,3,3681,11043
36561,Producto_31,Deportes,HomePro,Cliente_982,Femenino,41,TAPACHULA,Sucursal_10,MONTERREY,Nuevo León,2025-01-25,1,730,730
36562,Producto_1,Tecnología,Omega,Cliente_858,Masculino,18,Ciudad de México,Sucursal_11,Puebla,Puebla,2024-03-22,2,5437,10874
36563,Producto_39,Ropa,NextGen,Cliente_834,Masculino,21,LEÓN,Sucursal_2,Mérida,Yucatán,2025-06-01,3,208,624
36564,Producto_51,Ropa,HomePro,Cliente_1691,Masculino,41,Tijuana,Sucursal_11,puebla,Puebla,2023-04-25,3,1684,5052
36565,Producto_49,Deportes,HomePro,Cliente_38,Masculino,67,Tuxtla Gutiérrez,Sucursal_4,mérida,Yucatán,2025-10-12,1,1309,1309
36566,Producto_11,Ropa,Alpha,Cliente_119,Femenino,30,TAPACHULA,Sucursal_8,puebla,Puebla,2025-11-17,5,528,2640
36567,Producto_76,Ropa,Alpha,Cliente_1650,Femenino,61,TAPACHULA,Sucursal_14,PUEBLA,Puebla,2025-02-25,3,699,2097
36568,Producto_37,Ropa,HomePro,Cliente_1829,Femenino,22,Tuxtla Gutiérrez,Sucursal_10,Monterrey,Nuevo León,2025-05-08,4,649,2596
36569,Producto_8,Ropa,Nova,Cliente_829,Femenino,20,CANCÚN,Sucursal_8,PUEBLA,Puebla,2024-04-27,5,857,4285
36570,Producto_5,Deportes,FitLife,Cliente_2000,Masculino,25,MÉRIDA,Sucursal_14,puebla,Puebla,2023-08-20,1,2905,2905
36571,Producto_75,Accesorios,UrbanStyle,Cliente_163,Femenino,32,MÉRIDA,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-12-23,3,754,2262
36572,Producto_94,Muebles,NextGen,Cliente_53,Femenino,23,TAPACHULA,Sucursal_5,TIJUANA,Baja California,2023-07-24,4,3377,13508
36573,Producto_78,Hogar,HomePro,Cliente_1179,Masculino,62,tuxtla gutiérrez,Sucursal_13,León,Guanajuato,2023-11-27,4,557,2228
36574,Producto_41,Accesorios,TechBrand,Cliente_1876,Masculino,34,MÉRIDA,Sucursal_7,Ciudad de México,CDMX,2023-10-28,4,656,2624
36575,Producto_91,Hogar,Omega,Cliente_321,Femenino,44,GUADALAJARA,Sucursal_12,Guadalajara,Jalisco,2024-07-23,1,678,678
36576,Producto_99,Deportes,ComfortPlus,Cliente_796,Femenino,47,León,Sucursal_15,Mérida,Yucatán,2023-09-22,3,1456,4368
36577,Producto_55,Tecnología,NextGen,Cliente_603,Femenino,32,león,Sucursal_13,León,Guanajuato,2024-05-30,5,10943,54715
36578,Producto_52,Tecnología,Omega,Cliente_869,Masculino,21,Cancún,Sucursal_12,guadalajara,Jalisco,2025-10-18,4,9619,38476
36579,Producto_19,Accesorios,NextGen,Cliente_744,Masculino,69,tijuana,Sucursal_10,MONTERREY,Nuevo León,2024-12-15,3,442,1326
36580,Producto_20,Hogar,Omega,Cliente_588,Femenino,23,Tapachula,Sucursal_11,PUEBLA,Puebla,2025-05-11,4,598,2392
36581,Producto_53,Tecnología,UrbanStyle,Cliente_1871,Femenino,20,tapachula,Sucursal_12,Guadalajara,Jalisco,2023-05-27,1,12705,12705
36582,Producto_23,Accesorios,Nova,Cliente_707,Femenino,41,CANCÚN,Sucursal_7,Ciudad de México,CDMX,2025-04-20,3,486,1458
36583,Producto_68,Accesorios,UrbanStyle,Cliente_1627,Femenino,35,MONTERREY,Sucursal_3,monterrey,Nuevo León,2025-03-27,2,1330,2660
36584,Producto_53,Tecnología,UrbanStyle,Cliente_747,Masculino,21,Tuxtla Gutiérrez,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-05-21,4,4607,18428
36585,Producto_75,Accesorios,UrbanStyle,Cliente_1397,Masculino,21,TAPACHULA,Sucursal_14,Puebla,Puebla,2024-01-27,2,1152,2304
36586,Producto_43,Electrónica,Omega,Cliente_770,Masculino,66,LEÓN,Sucursal_2,MÉRIDA,Yucatán,2024-01-04,1,10177,10177
36587,Producto_51,Ropa,HomePro,Cliente_1427,Femenino,37,GUADALAJARA,Sucursal_12,Guadalajara,Jalisco,2023-06-04,1,219,219
36588,Producto_98,Muebles,ComfortPlus,Cliente_407,Femenino,49,león,Sucursal_15,Mérida,Yucatán,2025-05-21,3,5581,16743
36589,Producto_17,Hogar,FitLife,Cliente_530,Masculino,65,Ciudad de México,Sucursal_12,guadalajara,Jalisco,2023-10-28,5,2724,13620
36590,Producto_13,Ropa,NextGen,Cliente_753,Femenino,41,Tapachula,Sucursal_3,monterrey,Nuevo León,2025-02-25,3,1425,4275
36591,Producto_21,Hogar,ComfortPlus,Cliente_890,Masculino,40,tijuana,Sucursal_14,Puebla,Puebla,2024-12-11,2,3548,7096
36592,Producto_95,Tecnología,Nova,Cliente_1768,Femenino,40,Monterrey,Sucursal_5,Tijuana,Baja California,2023-10-29,4,10671,42684
36593,Producto_68,Accesorios,UrbanStyle,Cliente_1430,Femenino,45,Monterrey,Sucursal_6,león,Guanajuato,2023-04-06,3,196,588
36594,Producto_71,Hogar,ComfortPlus,Cliente_1885,Masculino,28,cancún,Sucursal_12,guadalajara,Jalisco,2025-07-16,3,1560,4680
36595,Producto_51,Ropa,HomePro,Cliente_71,Femenino,25,Mérida,Sucursal_13,LEÓN,Guanajuato,2024-03-22,2,1542,3084
36596,Producto_26,Electrónica,Omega,Cliente_29,Masculino,63,PUEBLA,Sucursal_5,Tijuana,Baja California,2023-01-23,1,6900,6900
36597,Producto_17,Hogar,FitLife,Cliente_51,Femenino,48,Monterrey,Sucursal_10,Monterrey,Nuevo León,2023-11-09,1,1837,1837
36598,Producto_8,Ropa,Nova,Cliente_184,Masculino,47,tapachula,Sucursal_15,Mérida,Yucatán,2025-08-12,4,520,2080
36599,Producto_30,Electrónica,HomePro,Cliente_1877,Masculino,53,CIUDAD DE MÉXICO,Sucursal_3,MONTERREY,Nuevo León,2024-03-29,1,12938,12938
36600,Producto_4,Muebles,NextGen,Cliente_1010,Masculino,34,mérida,Sucursal_4,Mérida,Yucatán,2024-03-29,3,3786,11358
36601,Producto_75,Accesorios,UrbanStyle,Cliente_223,Masculino,54,monterrey,Sucursal_14,puebla,Puebla,2023-12-13,2,290,580
36602,Producto_5,Deportes,FitLife,Cliente_815,Masculino,22,guadalajara,Sucursal_6,León,Guanajuato,2023-05-22,3,1172,3516
36603,Producto_62,Tecnología,HomePro,Cliente_1302,Masculino,58,puebla,Sucursal_13,LEÓN,Guanajuato,2023-12-17,2,12989,25978
36604,Producto_92,Tecnología,Nova,Cliente_386,Masculino,29,tijuana,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2023-08-11,2,5341,10682
36605,Producto_69,Tecnología,Omega,Cliente_832,Masculino,29,CIUDAD DE MÉXICO,Sucursal_15,mérida,Yucatán,2025-11-21,4,13707,54828
36606,Producto_31,Deportes,HomePro,Cliente_463,Masculino,21,Monterrey,Sucursal_4,Mérida,Yucatán,2023-10-15,3,1874,5622
36607,Producto_83,Hogar,Alpha,Cliente_794,Masculino,31,León,Sucursal_15,MÉRIDA,Yucatán,2023-05-27,2,2182,4364
36608,Producto_81,Muebles,FitLife,Cliente_779,Femenino,31,LEÓN,Sucursal_3,monterrey,Nuevo León,2024-11-28,1,1429,1429
36609,Producto_15,Deportes,FitLife,Cliente_1071,Femenino,63,León,Sucursal_2,mérida,Yucatán,2025-05-24,3,776,2328
36610,Producto_82,Ropa,ComfortPlus,Cliente_1331,Masculino,27,Mérida,Sucursal_7,ciudad de méxico,CDMX,2024-04-05,1,669,669
36611,Producto_20,Hogar,Omega,Cliente_1408,Masculino,42,cancún,Sucursal_8,puebla,Puebla,2024-07-03,2,1841,3682
36612,Producto_10,Accesorios,TechBrand,Cliente_705,Masculino,54,puebla,Sucursal_15,mérida,Yucatán,2023-04-27,4,259,1036
36613,Producto_79,Tecnología,FitLife,Cliente_415,Masculino,69,mérida,Sucursal_8,PUEBLA,Puebla,2023-03-31,1,9327,9327
36614,Producto_44,Accesorios,Nova,Cliente_1299,Masculino,68,cancún,Sucursal_15,mérida,Yucatán,2024-10-23,4,255,1020
36615,Producto_49,Deportes,HomePro,Cliente_483,Masculino,50,monterrey,Sucursal_4,MÉRIDA,Yucatán,2025-12-18,1,1970,1970
36616,Producto_88,Tecnología,FitLife,Cliente_677,Femenino,70,GUADALAJARA,Sucursal_1,MONTERREY,Nuevo León,2024-06-03,3,11415,34245
36617,Producto_97,Electrónica,NextGen,Cliente_952,Femenino,33,Monterrey,Sucursal_10,monterrey,Nuevo León,2023-07-06,5,17144,85720
36618,Producto_87,Tecnología,HomePro,Cliente_1420,Masculino,43,LEÓN,Sucursal_14,PUEBLA,Puebla,2024-04-19,1,4172,4172
36619,Producto_12,Tecnología,TechBrand,Cliente_778,Masculino,61,león,Sucursal_9,tuxtla gutiérrez,Chiapas,2023-07-30,4,10338,41352
36620,Producto_80,Tecnología,Nova,Cliente_663,Femenino,55,PUEBLA,Sucursal_14,puebla,Puebla,2025-12-23,1,10423,10423
36621,Producto_80,Tecnología,Nova,Cliente_1597,Femenino,43,guadalajara,Sucursal_13,LEÓN,Guanajuato,2024-12-22,2,11461,22922
36622,Producto_60,Tecnología,ComfortPlus,Cliente_1572,Femenino,48,León,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2023-09-16,5,10009,50045
36623,Producto_88,Tecnología,FitLife,Cliente_399,Masculino,58,tijuana,Sucursal_3,monterrey,Nuevo León,2025-03-30,2,9005,18010
36624,Producto_32,Hogar,Alpha,Cliente_1226,Masculino,65,Puebla,Sucursal_4,mérida,Yucatán,2024-12-07,4,2491,9964
36625,Producto_47,Accesorios,HomePro,Cliente_1782,Masculino,22,león,Sucursal_11,Puebla,Puebla,2025-06-27,3,893,2679
36626,Producto_1,Tecnología,Omega,Cliente_873,Masculino,55,cancún,Sucursal_7,ciudad de méxico,CDMX,2024-01-10,3,6532,19596
36627,Producto_37,Ropa,HomePro,Cliente_1900,Femenino,28,CANCÚN,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2024-03-30,1,422,422
36628,Producto_29,Hogar,NextGen,Cliente_505,Femenino,52,tuxtla gutiérrez,Sucursal_12,Guadalajara,Jalisco,2023-09-02,3,2915,8745
36629,Producto_37,Ropa,HomePro,Cliente_990,Femenino,29,Cancún,Sucursal_12,guadalajara,Jalisco,2025-03-17,3,1951,5853
36630,Producto_69,Tecnología,Omega,Cliente_853,Femenino,29,TAPACHULA,Sucursal_5,tijuana,Baja California,2025-12-05,3,9845,29535
36631,Producto_65,Muebles,Alpha,Cliente_877,Masculino,36,TUXTLA GUTIÉRREZ,Sucursal_7,Ciudad de México,CDMX,2024-01-02,5,6672,33360
36632,Producto_31,Deportes,HomePro,Cliente_1586,Femenino,57,guadalajara,Sucursal_2,MÉRIDA,Yucatán,2024-12-24,3,401,1203
36633,Producto_67,Electrónica,TechBrand,Cliente_936,Masculino,67,Tuxtla Gutiérrez,Sucursal_6,León,Guanajuato,2024-11-28,2,10566,21132
36634,Producto_59,Electrónica,TechBrand,Cliente_508,Femenino,21,GUADALAJARA,Sucursal_1,MONTERREY,Nuevo León,2025-05-28,3,13801,41403
36635,Producto_61,Electrónica,NextGen,Cliente_250,Masculino,22,PUEBLA,Sucursal_4,MÉRIDA,Yucatán,2023-03-13,4,12560,50240
36636,Producto_64,Tecnología,Alpha,Cliente_631,Femenino,28,mérida,Sucursal_10,Monterrey,Nuevo León,2024-09-07,1,7675,7675
